original_title,genres,popularity
All Good Things,Drama|Mystery|Thriller|Crime|Romance,20.086645
Rapa Nui,Adventure,3.581906
長江七號,Comedy|Drama|Family|Fantasy|Science Fiction,12.373248
Les Visiteurs 2 : Les Couloirs du temps,Comedy|Fantasy,12.283025
Dylan Dog: Dead of Night,Action|Comedy|Horror|Mystery|Science Fiction|Thriller,10.617236
People I Know,Drama|Thriller,6.377308
The Tempest,Drama|Fantasy,3.620537
Regression,Horror|Mystery|Thriller,27.215666
三国之见龙卸甲,Action|History|Drama,4.127155
Butterfly on a Wheel,Crime|Drama|Thriller,13.118983
Zambezia,Comedy|Animation|Adventure|Family,14.182301
ராமானுஜன்,Drama|History,0.416179
Dwegons,Animation,0.485405
Hands of Stone,Drama,7.444189
Survivor,Thriller,33.625477
The Frozen Ground,Thriller|Crime,28.060472
The Painted Veil,Drama|Romance,20.746932
Der Baader Meinhof Komplex,Action|Crime|Drama|History|Thriller,7.727035
Dances with Wolves,Adventure|Drama|Western,45.707835
Bad Teacher,Comedy,28.497242
Sea of Love,Drama|Crime|Mystery,11.47316
A Cinderella Story,Comedy,25.28132
Scream,Crime|Horror|Mystery,45.99611
Thir13en Ghosts,Horror|Thriller,20.392858
The Shining,Horror|Thriller,78.699993
Back to the Future,Adventure|Comedy|Science Fiction|Family,76.603233
House on Haunted Hill,Horror|Mystery|Thriller,13.664614
I Can Do Bad All By Myself,Drama|Comedy,2.242809
Fight Valley,Action|Drama,1.224105
The Switch,Comedy|Romance|Drama,27.494037
Just Married,Comedy,18.47518
The Devil's Double,Drama|Action|Thriller|Crime|War,10.559414
Thomas and the Magic Railroad,Animation|Drama|Family|Science Fiction,1.916351
The Crazies,Mystery|Horror|Action,28.867568
千と千尋の神隠し,Fantasy|Adventure|Animation|Family,118.968562
風暴,Action|Crime,3.376967
The Bounty,Action|Drama|History,7.436491
The Book Thief,Drama,57.84156
Sex Drive,Comedy|Adventure|Romance,17.952817
Leap Year,Romance|Comedy,21.959742
The Fall of the Roman Empire,Drama|History,4.229942
Take Me Home Tonight,Comedy|Drama|Romance,11.766564
Won't Back Down,Drama,2.366251
The Nutcracker,Family|Fantasy|Music,0.068228
Kansas City,Thriller|Drama|Music|Crime,5.380733
Indignation,Drama,5.625989
The Amityville Horror,Horror|Thriller|Drama,30.205943
Adaptation.,Comedy|Crime|Drama,26.441669
Land of the Dead,Horror,15.262492
逃出生天,Action,1.583918
Fear and Loathing in Las Vegas,Adventure|Drama|Comedy,44.511363
The Invention of Lying,Comedy|Romance|Fantasy,16.665841
Neighbors,Comedy,36.471231
The Mask,Romance|Comedy|Crime|Fantasy,85.30318
Big,Fantasy|Drama|Comedy|Romance|Family,20.716023
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,29.487784
Legally Blonde,Comedy,25.43954
Star Trek III: The Search for Spock,Science Fiction|Action|Adventure|Thriller,15.314027
The Exorcism of Emily Rose,Crime|Drama|Horror|Thriller,32.602868
Deuce Bigalow: Male Gigolo,Comedy,9.832326
Left Behind,Thriller|Action|Science Fiction,33.452469
The Family Stone,Comedy|Drama|Romance,14.190837
Barbershop 2:  Back in Business,Comedy|Drama,6.501815
Bad Santa,Drama|Comedy|Crime,26.58873
Austin Powers: International Man of Mystery,Science Fiction|Comedy|Crime,36.15716
My Big Fat Greek Wedding 2,Romance|Comedy|Family,16.027955
Diary of a Wimpy Kid: Rodrick Rules,Family|Comedy,14.329891
Predator,Science Fiction|Action|Adventure|Thriller,50.009408
Amadeus,Drama|History|Music,31.82675
Prom Night,Crime|Horror,9.642041
Mean Girls,Comedy,36.423717
Under the Tuscan Sun,Comedy|Drama|Romance,12.309718
Gosford Park,Drama|Mystery|Thriller,11.693272
Peggy Sue Got Married,Comedy|Drama|Fantasy|Romance,12.243887
Birdman,Drama|Comedy,89.811154
Blue Jasmine,Comedy|Drama,34.694216
United 93,Drama|History|Crime|Thriller|Action,17.50138
Honey,Romance|Music|Family,18.492655
Spy Hard,Action|Comedy,11.238522
The Fog,Horror,14.518598
Soul Surfer,Action|Drama,19.234672
Catch-22,War|Comedy|Drama,4.504377
Observe and Report,Comedy|Crime|Drama,10.529143
Conan the Destroyer,Adventure|Fantasy|Action,18.379124
Raging Bull,Drama,35.524457
Love Happens,Drama|Romance,13.472365
Young Sherlock Holmes,Action|Adventure|Crime|Drama|Family|Mystery|Thriller,8.321586
Fame,Music|Comedy|Drama|Romance,7.668063
127 Hours,Adventure|Drama|Thriller,52.464877
Small Time Crooks,Action|Comedy|Crime,11.423533
Center Stage,Drama|Music,6.961736
Love the Coopers,Comedy|Family,9.191187
Catch That Kid,Family|Action|Adventure,4.492859
Life as a House,Drama,5.706767
Steve Jobs,Drama|History,53.670525
"I Love You, Beth Cooper",Comedy|Romance,14.15192
Youth in Revolt,Drama|Comedy|Romance,13.462544
The Legend of the Lone Ranger,Action|Adventure|Romance|Western,11.725805
The Tailor of Panama,Drama|Thriller,7.047975
Blow Out,Drama|Mystery|Thriller,13.628601
Getaway,Action|Crime,16.520516
The Ice Storm,Drama,14.916264
And So It Goes,Comedy|Drama|Romance,9.633711
Troop Beverly Hills,Adventure|Comedy|Family,3.455018
Being Julia,Comedy|Drama|Romance,1.946634
Nine 1/2 Weeks,Drama|Romance,12.313143
Dragonslayer,Fantasy,3.258422
The Last Station,Drama|Romance,3.659292
Ed Wood,Comedy|Drama|History,24.548633
Labor Day,Drama,17.683563
Монгол,History,10.1449
RockNRolla,Action|Crime|Thriller,31.887978
Megaforce,Adventure|Action|Science Fiction,1.110179
Hamlet,Drama,9.814785
Mao's Last Dancer,Drama|Romance,1.876811
Midnight Special,Adventure|Drama|Science Fiction,32.717853
Anything Else,Comedy|Romance,8.945081
The Railway Man,Drama|History,13.916583
Das weisse Band,Crime|Drama|Mystery,17.94739
Restoration,Horror,2.525569
The Wraith,Romance|Science Fiction|Horror|Action|Crime,10.47644
Salton Sea,Drama|Mystery|Thriller,10.991281
Metallica: Through the Never,Music,7.871686
The Informers,Drama,6.333869
Carlos,Crime|Drama|Thriller|History,1.138383
I Come with the Rain,Thriller|Drama,8.266124
One Man's Hero,Western|Action|Drama|History,0.910529
Day of the Dead,Horror|Science Fiction,18.025206
I Am Wrath,Action|Crime|Drama|Thriller,10.144222
Renaissance,Action|Animation|Science Fiction,9.244181
Red Sonja,Adventure|Fantasy|Action,12.752463
Red Lights,Thriller,22.748174
Superbad,Comedy,33.436092
Madea Goes to Jail,Comedy|Crime|Drama,3.107371
Wolves,Horror|Action,7.922639
Step Up 2: The Streets,Music|Drama|Romance,28.973074
Hoodwinked!,Animation|Comedy|Family,23.980329
Hotel Rwanda,Drama|History|War,28.60542
Hitman,Action|Crime|Drama|Thriller,42.669304
Black Nativity,Drama|Music,7.180403
The Prince,Thriller|Action,21.638673
City of Ghosts,Thriller,2.64486
The Others,Horror|Drama|Mystery|Thriller,25.881355
Aliens,Horror|Action|Thriller|Science Fiction,67.66094
My Fair Lady,Drama|Family|Music|Romance,20.786616
I Know What You Did Last Summer,Horror|Thriller|Mystery,27.654472
Let's Be Cops,Comedy,70.668923
Sideways,Comedy|Drama|Romance,23.425431
Beerfest,Comedy,14.304444
Halloween,Horror|Thriller,30.301307
Good Boy!,Comedy|Family|Science Fiction,3.56033
The Best Man Holiday,Comedy,7.210095
Smokin' Aces,Action|Comedy|Crime|Thriller,23.491962
Saw 3D,Horror|Crime,36.133536
40 Days and 40 Nights,Comedy|Romance,14.18136
A Night at the Roxbury,Comedy,12.709227
Beastly,Drama|Fantasy|Romance,24.054062
The Hills Have Eyes,Horror|Thriller,35.107857
Dickie Roberts: Former Child Star,Comedy,10.149569
"McFarland, USA",Drama,14.023082
Lottery Ticket,Comedy,9.054803
ATL,Drama,5.422285
Pitch Perfect,Comedy|Music|Romance,32.746486
Summer Catch,Drama|Comedy|Romance,3.960098
A Simple Plan,Drama|Crime|Thriller,10.178917
They,Horror|Thriller,4.544216
Larry the Cable Guy: Health Inspector,Comedy,2.184708
The Adventures of Elmo in Grouchland,Family,3.09159
Brooklyn's Finest,Crime|Drama|Thriller,18.790102
55 Days at Peking,Action|Drama|History,3.321095
Evil Dead,Horror,33.912116
My Life in Ruins,Comedy|Romance,5.787891
American Dreamz,Comedy|Drama|Family,7.864011
Superman IV: The Quest for Peace,Action|Adventure|Science Fiction,17.062117
How She Move,Drama,1.782666
Running Scared,Action|Crime|Drama|Thriller,19.311572
Bobby Jones: Stroke of Genius,Drama,2.897449
Shanghai Surprise,Adventure,0.138564
The Illusionist,Fantasy|Drama|Thriller|Romance,36.960953
Roar,Adventure|Thriller,1.15641
Veronica Guerin,Drama|Crime|Thriller,9.583578
Escobar: Paradise Lost,Thriller|Romance,25.112567
Southland Tales,Action|Adventure|Comedy|Drama|Science Fiction|Thriller,9.349386
Chasseurs de dragons,Animation|Family,8.884405
Damnation Alley,Action|Adventure|Science Fiction,2.215261
The Apparition,Horror|Thriller,6.385234
My Girl,Comedy|Drama|Family,20.935169
Fur: An Imaginary Portrait of Diane Arbus,Drama|Mystery|Romance,4.358255
Wall Street,Crime|Drama,24.898687
Sense and Sensibility,Drama|Romance,20.898711
Becoming Jane,Drama|Romance,18.236284
Sydney White,Comedy,10.74648
House of Sand and Fog,Drama,12.102725
Dead Poets Society,Drama,55.458584
Dumb and Dumber,Comedy,35.777067
When Harry Met Sally...,Comedy|Romance|Drama,18.430419
The Verdict,Drama,7.980632
Road Trip,Comedy|Adventure,14.759948
Varsity Blues,Comedy|Drama|Romance,9.229999
The Artist,Drama|Comedy|Romance,29.943316
The Unborn,Horror|Thriller|Mystery,15.788784
Moonrise Kingdom,Comedy|Drama|Romance,41.083914
The Texas Chainsaw Massacre: The Beginning,Horror,21.380635
The Young Messiah,Drama,1.884558
The Master of Disguise,Comedy|Family,4.382761
El laberinto del fauno,Fantasy|Drama|War,90.809408
See Spot Run,Action|Comedy|Family,6.579017
Baby Boy,Crime|Drama|Romance,7.854989
The Roommate,Thriller|Drama|Horror,11.807269
Joe Dirt,Mystery|Adventure|Comedy|Romance|Drama,15.976335
Double Impact,Thriller|Action|Crime|Drama,10.484642
Hot Fuzz,Crime|Action|Comedy,38.623178
The Women,Comedy|Drama|Romance,8.8321
Vicky Cristina Barcelona,Drama|Romance,32.758254
Arn: Tempelriddaren,Action|Adventure|Drama|Romance,6.091033
Boys and Girls,Comedy|Drama|Romance,9.119797
White Oleander,Drama,9.423866
Jennifer's Body,Comedy|Horror,32.257414
Drowning Mona,Comedy|Crime|Mystery,3.021835
Radio Days,Comedy|Drama,7.612849
Remember Me,Drama|Romance,36.764666
How to Deal,Drama|Comedy|Romance,3.199784
My Stepmother is an Alien,Comedy|Science Fiction,9.455596
Philadelphia,Drama,44.301745
The Thirteenth Floor,Thriller|Science Fiction|Mystery,19.890428
The Cookout,Comedy|Drama,0.830596
Meteor,Action|Science Fiction|Thriller,2.637355
Duets,Comedy|Drama|Music,2.25453
Hollywood Ending,Comedy|Drama,8.711782
Detroit Rock City,Comedy|Music,5.700333
Highlander,Adventure|Action|Fantasy,29.253833
Things We Lost in the Fire,Drama,8.842869
Steel,Science Fiction|Action|Adventure,2.848727
The Immigrant,Drama|Romance,13.832464
The White Countess,Drama|History|Family|Romance,4.488547
Trance,Thriller|Crime|Drama|Mystery,38.802415
Soul Plane,Romance|Comedy,9.400404
Bienvenue chez les ch'tis,Comedy,18.923181
Good,Drama,2.397987
Enter the Void,Fantasy|Drama,20.39955
Vamps,Comedy|Romance|Horror,7.251897
Hachi: A Dog's Tale,Drama|Family,43.217089
Zulu,Crime|Drama|Thriller,14.529496
The Homesman,Western|Drama,20.59148
Juwanna Mann,Comedy|Drama,2.244947
Ararat,War|Drama,1.326264
Madison,Action|Adventure|Drama,0.212108
Slow Burn,Mystery|Crime|Drama|Thriller,6.630856
Wasabi,Drama|Action|Comedy,18.20957
Slither,Comedy|Horror|Science Fiction,17.327279
Beverly Hills Cop,Action|Comedy|Crime,29.843818
Home Alone,Comedy|Family,2.186927
Three Men and a Baby,Family|Comedy|Drama,12.335827
Tootsie,Comedy|Romance,20.818567
Top Gun,Action|Romance|War,58.900647
卧虎藏龙,Adventure|Drama|Action|Romance,45.742254
American Beauty,Drama,80.878605
The King's Speech,Drama|History,54.053576
Twins,Comedy,17.638286
The Yellow Handkerchief,Drama|Romance,3.803495
The Color Purple,Drama,17.571533
해운대,Action|Adventure|Drama|Thriller,4.628525
The Imitation Game,History|Drama|Thriller|War,145.364591
Private Benjamin,Comedy,12.18838
Coal Miner's Daughter,Drama|Music,3.826685
Diary of a Wimpy Kid,Comedy|Family,21.095489
Mama,Horror,47.455148
National Lampoon's Vacation,Comedy|Adventure|Romance,22.838834
Jackass Presents: Bad Grandpa,Comedy,27.165222
The Queen,Drama,19.113278
Beetlejuice,Fantasy|Comedy,58.553213
Why Did I Get Married?,Comedy|Drama,2.005111
Little Women,Drama|Romance,16.418639
The Woman in Black,Drama|Horror|Thriller,43.675191
When a Stranger Calls,Horror|Thriller,4.688212
Big Fat Liar,Comedy|Family,9.125594
The Deer Hunter,Drama|War,19.786392
Wag the Dog,Comedy|Drama,13.581966
The Lizzie McGuire Movie,Family|Comedy,11.927667
Snitch,Thriller|Drama,30.556135
Krampus,Horror|Comedy|Fantasy,31.565117
The Faculty,Horror|Mystery|Science Fiction,21.535126
What's Love Got to Do with It,Drama|Music,7.921311
Cop Land,Action|Crime|Drama,19.284129
Not Another Teen Movie,Comedy,23.423082
End of Watch,Crime|Drama|Thriller,49.517264
The Skulls,Crime|Drama|Thriller,11.375032
The Theory of Everything,Drama|Romance,61.182331
Malibu's Most Wanted,Comedy|Crime,7.314796
Where the Heart Is,Comedy|Drama|Romance,6.857923
Lawrence of Arabia,Adventure|Drama|History|War,41.286336
Halloween II,Horror,12.929525
Wild,Drama,42.952942
The Last House on the Left,Crime|Thriller|Horror|Drama,19.760383
The Wedding Date,Comedy|Romance,10.194097
Halloween: Resurrection,Horror|Thriller,11.045593
The Princess Bride,Adventure|Family|Fantasy|Comedy|Romance,44.533612
The Great Debaters,Drama,10.84158
Drive,Drama|Action|Thriller|Crime,49.294864
Confessions of a Teenage Drama Queen,Comedy,7.424798
The Object of My Affection,Comedy|Drama|Romance,5.164281
28 Weeks Later,Horror|Thriller|Science Fiction,34.759855
When the Game Stands Tall,Drama,7.297757
Because of Winn-Dixie,Comedy|Drama|Family,3.334804
Love & Basketball,Action|Comedy|Drama|Romance,2.027393
Grosse Pointe Blank,Action|Comedy|Thriller|Romance,13.817269
All About Steve,Comedy,13.237835
Book of Shadows: Blair Witch 2,Mystery|Thriller|Horror,3.890223
The Craft,Drama|Fantasy|Horror|Thriller,19.517239
Match Point,Drama|Thriller|Crime|Romance,30.669913
Ramona and Beezus,Comedy|Family,9.681147
The Remains of the Day,Drama|Romance,15.355589
Boogie Nights,Drama,19.85579
Nowhere to Run,Action|Adventure|Drama|Thriller,11.689337
Flicka,Drama,3.043589
The Hills Have Eyes II,Horror|Thriller,17.141376
Urban Legends: Final Cut,Horror,8.885017
Tuck Everlasting,Fantasy|Drama|Science Fiction|Romance|Family,4.115398
The Marine,Action|Adventure|Drama|Thriller,7.679336
Keanu,Action|Comedy,18.268009
Country Strong,Drama|Romance,7.809701
Disturbing Behavior,Mystery|Horror|Science Fiction,9.378688
The Place Beyond the Pines,Drama|Crime,35.395129
The November Man,Crime|Action|Thriller,45.317278
Eye of the Beholder,Drama|Mystery|Thriller,4.302941
The Hurt Locker,Drama|Thriller|War,47.006162
Firestarter,Fantasy|Drama|Horror|Action|Thriller,11.379652
Killing Them Softly,Crime|Thriller,24.612603
A Most Wanted Man,Thriller,26.708193
Freddy Got Fingered,Comedy,8.710294
VeggieTales: The Pirates Who Don't Do Anything,Adventure|Animation|Comedy|Science Fiction|Family,1.800119
U2 3D,Music|Documentary,0.335195
Highlander: Endgame,Action|Fantasy|Science Fiction,11.782725
Idlewild,Crime|Drama|Music,2.711955
One Day,Drama|Romance,16.629173
Whip It,Drama,20.05902
Knockaround Guys,Crime|Thriller,8.113634
Confidence,Action|Comedy|Thriller|Crime,9.87419
The Muse,Fantasy|Comedy,2.857936
De-Lovely,Drama|Music,3.138118
New York Stories,Comedy|Drama|Romance,6.684096
Barney's Great Adventure,Family,0.722911
The Man with the Iron Fists,Action,17.672021
Home Fries,Drama|Comedy|Romance,3.033471
Here On Earth,Romance,3.313257
Brazil,Comedy|Science Fiction,41.089863
Raise Your Voice,Music|Drama|Romance,10.9071
The Big Lebowski,Comedy|Crime,49.230089
Black Snake Moan,Drama,11.429607
Dark Blue,Action|Crime|Drama|Thriller,6.373316
A Mighty Heart,Drama|Thriller,9.717392
Whatever It Takes,Drama|Comedy|Romance,8.074807
Boat Trip,Comedy,7.034752
The Importance of Being Earnest,Comedy|Drama|History|Romance,7.250379
The Love Letter,Comedy|Drama|Fantasy|Romance,0.116873
Hoot,Drama|Family,7.712206
In Bruges,Comedy|Drama|Crime,25.329493
Peeples,Comedy,5.112809
The Rocker,Comedy|Music,13.832376
Post Grad,Comedy,7.446069
Promised Land,Drama,13.568302
Whatever Works,Comedy|Romance,21.857387
The In Crowd,Thriller,0.249245
The Three Burials of Melquiades Estrada,Adventure|Crime|Drama|Mystery|Western,12.163832
Jakob the Liar,Comedy|Drama|History,8.962245
Kiss Kiss Bang Bang,Action|Comedy|Crime|Mystery,32.690038
Idle Hands,Thriller|Comedy|Horror,8.583217
Mulholland Drive,Thriller|Drama|Mystery,31.60985
Blood and Chocolate,Drama|Fantasy|Horror|Romance,12.295216
You Will Meet a Tall Dark Stranger,Comedy|Drama|Romance,12.4654
Never Let Me Go,Drama|Romance|Science Fiction,30.983397
The Company,Drama,1.485324
Transsiberian,Thriller|Crime|Mystery,11.428903
The Clan of the Cave Bear,Adventure|Drama,5.484679
Crazy in Alabama,Comedy|Drama,5.770246
Funny Games,Horror|Thriller|Crime,15.175289
Listening,Drama|Thriller|Science Fiction,2.414721
Felicia's Journey,Drama,0.470645
Metropolis,Drama|Science Fiction,32.351527
Banlieue 13,Action|Thriller|Science Fiction,17.493735
Things to Do in Denver When You're Dead,Drama|Crime,6.932221
刺客聶隱娘,Action|Drama|History,8.142166
Buffalo Soldiers,Drama|Comedy|War|Crime|Thriller,6.329672
Возвращение,Thriller|Drama|Mystery,7.744166
Ong Bak 2,Adventure|Action|Thriller,9.029489
Centurion,Adventure|Action|Drama,22.708647
Silent Trigger,Drama|Action|Thriller,2.609057
The Midnight Meat Train,Mystery|Drama|Crime|Thriller|Horror,19.913961
Winnie Mandela,Drama,1.897761
The Son of No One,Drama|Thriller|Crime,7.701186
All The Queen's Men,Action|Comedy|Drama|History,1.833058
The Good Night,Comedy|Drama|Romance|Fantasy|Music,12.185204
Bathory,Drama|Fantasy,2.500218
Khumba,Animation|Adventure|Family,6.459787
Autómata,Thriller|Science Fiction,49.808505
Dungeons & Dragons: Wrath of the Dragon God,Action|Adventure|Fantasy,4.901936
Chiamatemi Francesco - Il Papa della gente,Drama,0.738646
新宿事件,Drama|Action|Thriller|Crime,5.294319
Pandaemonium,Drama|Foreign,0.165367
Groundhog Day,Romance|Fantasy|Drama|Comedy,52.744331
Magic Mike XXL,Comedy|Drama|Music,29.660993
Romeo + Juliet,Drama|Romance,41.493042
Elle s'appelait Sarah,Drama|War,10.072199
Freedom,Drama,4.389363
Unforgiven,Western,37.380435
Manderlay,Drama,7.05145
Slumdog Millionaire,Drama|Romance,59.258969
Fatal Attraction,Drama|Romance|Thriller,16.742972
Pretty Woman,Romance|Comedy,45.473484
Crocodile Dundee II,Adventure|Comedy,15.474831
Broken Horses,Thriller|Mystery|Drama|Crime,4.289676
Born on the Fourth of July,Drama|War,25.949277
Cool Runnings,Comedy,22.409117
My Bloody Valentine,Mystery|Horror,13.706357
Stomp the Yard,Drama|Music,6.92205
The Spy Who Loved Me,Adventure|Action|Thriller,27.17347
Urban Legend,Horror|Thriller,12.159009
Good Deeds,Comedy|Drama|Romance,4.448494
White Fang,Action|Adventure|Drama|Family,13.13724
Superstar,Comedy|Family,4.04701
The Iron Lady,History|Drama,23.3784
Jonah: A VeggieTales Movie,Action|Adventure|Animation|Comedy|Family|Fantasy|Romance,1.446172
Poetic Justice,Drama|Romance,3.650857
All About the Benjamins,Action|Adventure|Comedy,5.102258
Vampire in Brooklyn,Comedy|Horror|Romance,6.772615
Exorcist II: The Heretic,Horror|Thriller|Fantasy,11.543363
An American Haunting,Horror|Thriller,7.436315
My Boss's Daughter,Comedy|Romance,14.813614
A Perfect Getaway,Thriller|Mystery|Adventure,20.792603
Our Family Wedding,Comedy,6.733485
Dead Man on Campus,Comedy,7.708227
Tea with Mussolini,Comedy|Drama|War,2.238646
Thinner,Horror|Thriller,7.866961
"New York, New York",Drama|Music|Romance,3.876242
Crooklyn,Comedy|Drama,1.89218
I Think I Love My Wife,Comedy|Romance,4.536745
Jason X,Horror|Science Fiction,11.220643
Bobby,History|Drama,11.706309
Head Over Heels,Comedy|Romance,4.66723
Fun Size,Comedy,7.487843
Le scaphandre et le papillon,Drama,13.65494
Little Children,Romance|Drama,11.942862
Gossip,Drama|Mystery|Thriller,5.833687
A Walk on the Moon,Drama|Romance,6.370267
Catch a Fire,Action|Drama|Thriller,4.052219
Soul Survivors,Horror|Mystery|Thriller,3.231848
Jefferson in Paris,Drama|Romance,0.900442
Easy Virtue,Comedy|Romance,8.387573
Caravans,Action|Adventure|Drama|Romance,0.633004
Mr. Turner,History|Drama,9.242554
Les herbes folles,Drama|Romance,1.866443
Amen.,Drama|History,5.930533
剑雨,History|Action,4.930129
The Lucky Ones,Comedy|Drama|History,8.747922
Margaret,Drama,4.898424
Stan Helsing,Comedy|Horror,7.410523
Flipped,Romance|Drama,24.210698
Brokeback Mountain,Drama|Romance,44.135568
Clueless,Comedy|Drama|Romance,16.051328
Far from Heaven,Drama|Romance,9.982885
Hot Tub Time Machine 2,Comedy,16.618874
Quills,Drama,7.261196
Seven Psychopaths,Comedy|Crime,32.306455
The Caveman's Valentine,Drama|Mystery|Thriller,4.722403
Der Untergang,Drama|History|War,32.445895
Mar adentro,Drama,17.363739
Under the Skin,Thriller|Science Fiction|Drama,29.782161
"Good Morning, Vietnam",Comedy|Drama|War,18.362333
The Last Godfather,Action|Comedy|Thriller,0.680753
Justin Bieber: Never Say Never,Documentary|Music|Family,6.735922
Black Swan,Drama|Thriller,91.285683
The Godfather: Part II,Drama|Crime,105.792936
Save the Last Dance,Drama|Family|Romance|Music,9.969624
A Nightmare on Elm Street 4: The Dream Master,Horror|Thriller,17.113408
Miracles from Heaven,Drama,10.248439
"Dude, Where’s My Car?",Comedy,25.316146
Young Guns,Crime|Action|Adventure|Drama|Western,9.499325
St. Vincent,Comedy,43.791745
About Last Night,Comedy|Romance,11.828068
10 Things I Hate About You,Comedy|Romance|Drama,54.550275
The New Guy,Comedy|Family,13.525704
National Lampoon's Loaded Weapon 1,Comedy,12.963328
The Shallows,Horror|Drama|Thriller,60.829621
The Butterfly Effect,Science Fiction|Thriller,73.307513
Snow Day,Comedy|Family,7.964289
This Christmas,Comedy|Drama,2.388918
Baby Geniuses,Science Fiction|Comedy|Family,4.580081
The Big Hit,Action|Adventure|Comedy|Thriller,6.425528
Harriet the Spy,Comedy|Drama|Family,4.63093
Child's Play 2,Drama|Horror,16.681567
No Good Deed,Crime|Thriller,24.656068
The Mist,Science Fiction|Horror|Thriller,37.104353
Ex Machina,Drama|Science Fiction,95.130041
Being John Malkovich,Fantasy|Drama|Comedy,27.546914
Two Can Play That Game,Comedy|Romance,2.27213
Earth to Echo,Family|Adventure|Science Fiction,17.371327
Crazy/Beautiful,Drama|Romance,6.130096
Letters from Iwo Jima,Action|Adventure|Drama|War,24.47248
The Astronaut Farmer,Adventure|Comedy|Drama|Science Fiction,6.764437
Woo,Comedy|Romance,1.750054
Room,Drama|Thriller,66.11334
Dirty Work,Comedy,9.066881
Serial Mom,Comedy|Crime|Horror|Thriller,6.170139
Dick,Comedy,4.742537
Light It Up,Drama|Thriller,1.212956
54,Music|Drama,11.880899
Bubble Boy,Adventure|Comedy|Drama|Romance,10.131123
Birthday Girl,Comedy|Crime|Thriller,5.831302
21 & Over,Comedy,35.522027
"Paris, je t'aime",Drama|Romance,10.573191
Resurrecting the Champ,Drama,4.898437
Admission,Comedy|Drama|Romance,17.632446
La veuve de Saint-Pierre,Romance|Drama,1.780065
Chloe,Drama|Thriller|Mystery,26.373864
Faithful,Comedy|Crime|Drama,1.647335
Find Me Guilty,Drama|Action|Comedy|Crime,12.321302
The Perks of Being a Wallflower,Drama|Romance,43.444135
Excessive Force,Action,1.279106
Infamous,Drama,3.680896
The Claim,Drama|Romance|Western,2.996284
The Vatican Tapes,Thriller|Horror,10.475368
Attack the Block,Action|Comedy|Science Fiction,30.952377
In the Land of Blood and Honey,Drama|Romance|War,4.267466
The Call,Crime|Thriller,34.532418
인천상륙작전,History|Drama|War|Action,6.116436
The Crocodile Hunter: Collision Course,Family|Action|Adventure,1.714972
I Love You Phillip Morris,Comedy|Drama|Romance,19.664699
La Guerre du feu,Adventure|Drama,6.537986
Antwone Fisher,Drama|Romance,13.349012
The Emperor's Club,Drama|Romance,6.796079
True Romance,Action|Thriller|Crime|Romance,35.268557
Womb,Romance|Science Fiction,7.453347
Glengarry Glen Ross,Crime|Drama|Mystery,13.939054
The Killer Inside Me,Crime|Drama|Thriller,11.892615
Cat People,Drama|Fantasy|Horror|Thriller,5.69872
Sorority Row,Horror|Mystery|Thriller,8.780512
The Prisoner of Zenda,Adventure|Drama|Romance,4.021389
Lars and the Real Girl,Comedy|Romance|Drama,15.817096
The Boy in the Striped Pyjamas,War|Drama,34.821223
Dancer in the Dark,Drama|Crime|Music,22.022228
Oscar and Lucinda,Drama|Romance,0.139384
The Funeral,Crime|Drama,2.950618
Solitary Man,Comedy|Drama|Romance,7.497306
Machete,Action|Comedy|Thriller,26.396191
Casino Jack,Crime|Comedy|Drama,6.546037
The Land Before Time,Animation|Adventure|Family,28.670193
태극기 휘날리며,Action|Adventure|Drama|History|War,9.572705
The Perfect Game,Drama|Family,0.903529
The Exorcist,Drama|Horror|Thriller,47.584643
Jaws,Horror|Thriller|Adventure,50.152327
American Pie,Comedy|Romance,60.767168
Ernest et Célestine,Animation|Comedy|Drama|Family,11.103202
The Golden Child,Action|Adventure|Comedy,15.26213
Think Like a Man,Comedy|Romance,6.035152
Barbershop,Comedy|Drama,10.297189
Star Trek II: The Wrath of Khan,Action|Adventure|Science Fiction|Thriller,22.434102
Ace Ventura: Pet Detective,Comedy|Mystery,41.249004
WarGames,Thriller|Science Fiction,23.161754
Witness,Crime|Drama|Romance|Thriller,19.195399
Act of Valor,Action|Thriller|War,21.958055
Step Up,Music|Drama|Romance|Crime,45.477802
Beavis and Butt-Head Do America,Animation|Comedy,12.60629
Jackie Brown,Comedy|Crime|Romance,40.631671
Harold & Kumar Escape from Guantanamo Bay,Comedy|Adventure,26.219598
Chronicle,Science Fiction|Drama|Thriller,64.504747
Yentl,Music|Drama|Romance,3.389249
Time Bandits,Family|Fantasy|Science Fiction|Adventure|Comedy,14.779537
Crossroads,Action|Adventure|Comedy|Drama|Family|Music|Romance,6.703319
Project X,Comedy|Crime,49.070321
Patton,Drama|History|War,21.933822
One Hour Photo,Horror|Thriller,20.624896
Quarantine,Horror|Science Fiction|Thriller,8.083995
The Eye,Drama|Horror|Thriller,11.135734
Johnson Family Vacation,Comedy|Family,4.623609
How High,Comedy,11.510281
The Muppet Christmas Carol,Comedy|Family|Fantasy|Drama,15.085981
Frida,Drama|Romance,18.422327
Katy Perry: Part of Me,Documentary|Music,8.410688
The Fault in Our Stars,Romance|Drama,74.358971
Rounders,Drama|Crime,18.422008
